sample_id,source_model,gold_label,gate_prob_lr,gate_prob_hg,max_prob,answer_len
case_bf848772b81ded92,Mistral-7B-Instruct-v0.1,1,0.436831,0.538112,0.390664,90
case_02f07e99aad9eb7a,Mistral-7B-Instruct-v0.3,0,0.490706,0.242589,0.290934,113
case_2c6eec0491b5e7c8,Llama-2-7b-chat-hf,1,0.758335,0.866379,0.395521,507
case_f8ffa54ad49a7ae8,Llama-3.1-8B-Instruct,0,0.882134,0.697506,0.440395,422
case_447f49fd0ff839c1,Mistral-7B-Instruct-v0.1,0,0.596351,0.343915,0.352255,246
case_013ecdf840183079,Mistral-7B-Instruct-v0.3,0,0.881782,0.756854,0.398472,477
case_dc05c9f8283f42c0,Llama-2-7b-chat-hf,1,0.65241,0.63326,0.428068,290
case_ce31b7ab7ddce94d,Llama-3.1-8B-Instruct,0,0.252188,0.07512,0.06107,346
case_172b31fe9d50d733,Mistral-7B-Instruct-v0.1,0,0.352476,0.402741,0.082118,307
case_279d96141f1ca3f0,Mistral-7B-Instruct-v0.3,0,0.689329,0.725391,0.206912,460
case_f2c5c0fce064f9ca,Llama-2-7b-chat-hf,0,0.815957,0.840537,0.513482,346
case_c45c275a3a5ba7bd,Llama-3.1-8B-Instruct,0,0.516738,0.291603,0.421394,194
case_f7282c79b7f9bc75,Mistral-7B-Instruct-v0.1,0,0.659291,0.726235,0.393821,347
case_55fa092d680ad82e,Mistral-7B-Instruct-v0.3,0,0.491348,0.496928,0.401865,154
case_0b44ab5f26e2d18e,Llama-2-7b-chat-hf,1,0.816664,0.865042,0.479958,487
case_0dff2550523a65f9,Llama-3.1-8B-Instruct,0,0.200016,0.004618,0.028345,261
case_be0bcf74e8d0e827,Mistral-7B-Instruct-v0.1,1,0.22403,0.231796,0.055217,139
case_893930cf8b4102ef,Mistral-7B-Instruct-v0.3,0,0.215686,0.267455,0.043709,257
case_493cbb8a7ce22421,Llama-2-7b-chat-hf,0,0.621769,0.466706,0.427675,281
case_e51475f718841ea3,Llama-3.1-8B-Instruct,0,0.469909,0.204558,0.370031,212
case_e2dc059f9a58f111,Mistral-7B-Instruct-v0.1,0,0.549461,0.372468,0.405127,206
case_29869f1e52ddba79,Mistral-7B-Instruct-v0.3,0,0.710891,0.663444,0.203174,411
case_b4a58bb24705e942,Llama-2-7b-chat-hf,0,0.22267,0.060818,0.048622,381
case_decf9b88b04b5ed3,Llama-3.1-8B-Instruct,0,0.19928,0.026023,0.037884,138
case_af367fd336bf1f09,Mistral-7B-Instruct-v0.1,0,0.226158,0.310158,0.052218,125
case_c4a3730bc8e8e807,Mistral-7B-Instruct-v0.3,0,0.2295,0.397005,0.050076,328
case_04cfa5b140e2b074,Llama-2-7b-chat-hf,0,0.363304,0.073052,0.242116,126
case_c4d049618266b6ef,Llama-3.1-8B-Instruct,0,0.302088,0.152561,0.185959,56
case_931a0b3c5f138747,Mistral-7B-Instruct-v0.1,0,0.235945,0.14066,0.247543,67
case_fa4b12a70cb5c6bc,Mistral-7B-Instruct-v0.3,0,0.326033,0.273296,0.191749,62
case_2e5edc297ae84a50,Llama-2-7b-chat-hf,0,0.248436,0.279751,0.055296,224
case_dd52f6f99f3affd9,Llama-3.1-8B-Instruct,0,0.208253,0.062561,0.031397,109
case_88037fd7923c5ba0,Mistral-7B-Instruct-v0.1,0,0.234113,0.03638,0.053867,208
case_78dbe04f90870751,Mistral-7B-Instruct-v0.3,0,0.214806,0.032039,0.032661,199
case_0889b70c939e5d3a,Llama-2-7b-chat-hf,1,0.966338,0.94532,0.510522,1407
case_fff8504eb64f2463,Llama-3.1-8B-Instruct,0,0.346563,0.318062,0.370115,104
case_80d418a5a88de0d0,Mistral-7B-Instruct-v0.1,1,0.941596,0.947777,0.449506,1130
case_1a3cd4107cab2c4f,Mistral-7B-Instruct-v0.3,0,0.345771,0.379631,0.359824,102
case_c7800e5a7d092597,Llama-2-7b-chat-hf,1,0.959158,0.979516,0.403632,1168
case_bd8c2fba3916ce4a,Llama-3.1-8B-Instruct,0,0.263372,0.319321,0.062438,380
case_51479aaa9a506718,Mistral-7B-Instruct-v0.1,0,0.436832,0.339934,0.136233,451
case_5c572b6a71a5f3d8,Mistral-7B-Instruct-v0.3,0,0.238835,0.098257,0.052898,110
case_ce5b18412dbd6692,Llama-2-7b-chat-hf,1,0.592852,0.335896,0.421774,254
case_24153236077d5605,Llama-3.1-8B-Instruct,1,0.330645,0.28183,0.329229,135
case_e5087554e71b8955,Mistral-7B-Instruct-v0.1,0,0.4079,0.398648,0.385702,134
case_bf4f71cee9e4a2d7,Mistral-7B-Instruct-v0.3,0,0.408782,0.335678,0.380399,188
case_ab62da33f894913f,Llama-2-7b-chat-hf,0,0.207155,0.080053,0.030974,356
case_11175d67e25fc1ca,Llama-3.1-8B-Instruct,0,0.207978,0.014916,0.035624,158
case_ff6dcbbd90dc6c07,Mistral-7B-Instruct-v0.1,0,0.208712,0.029711,0.04174,147
case_3347d25213bb9414,Mistral-7B-Instruct-v0.3,0,0.221707,0.059414,0.048027,239
case_b80305bcd249e634,Llama-2-7b-chat-hf,1,0.949885,0.99047,0.550478,939
case_6a15ddbead9d2000,Llama-3.1-8B-Instruct,0,0.633891,0.510242,0.231828,283
case_f775b2f30c366a6d,Mistral-7B-Instruct-v0.1,1,0.772528,0.815405,0.502522,396
case_2f14bcfa4712c588,Mistral-7B-Instruct-v0.3,0,0.725786,0.650968,0.371177,328
case_28feb1d39ae7470b,Llama-2-7b-chat-hf,1,0.946678,0.850721,0.506097,973
case_66714a0bd8c305d3,Llama-3.1-8B-Instruct,0,0.215696,0.025609,0.035398,214
case_8d59e84023f392cb,Mistral-7B-Instruct-v0.1,1,0.768755,0.833598,0.318066,667
case_e78562bb3245abec,Mistral-7B-Instruct-v0.3,0,0.253496,0.322179,0.060044,295
case_94b9b47b68457098,Llama-2-7b-chat-hf,0,0.680556,0.804773,0.330628,453
case_f1edd06af0f4fec7,Llama-3.1-8B-Instruct,0,0.589842,0.306138,0.182551,235
case_c9fdb4b9b214db45,Mistral-7B-Instruct-v0.1,0,0.617937,0.410979,0.232903,431
case_6839b2f66773b8d0,Mistral-7B-Instruct-v0.3,0,0.556787,0.625015,0.329372,321
case_687cf888c7dd14b0,Llama-2-7b-chat-hf,1,0.650081,0.351276,0.156,393
case_7b0f9c792da29247,Llama-3.1-8B-Instruct,0,0.240035,0.039636,0.047811,323
case_cdb3a749f4a39545,Mistral-7B-Instruct-v0.1,0,0.294395,0.107967,0.069183,225
case_aee8a408e5659671,Mistral-7B-Instruct-v0.3,0,0.22208,0.003604,0.036633,239
case_2c18afc3cd2984f2,Llama-2-7b-chat-hf,0,0.431251,0.291457,0.342244,178
case_cea642d78a46d938,Llama-3.1-8B-Instruct,0,0.271888,0.347132,0.081488,297
case_2755f5996bdf83b4,Mistral-7B-Instruct-v0.1,1,0.202505,0.011401,0.026404,242
case_b97fd31241df25ba,Mistral-7B-Instruct-v0.3,0,0.337114,0.286837,0.349328,134
case_dc66d0a66d1c674b,Llama-2-7b-chat-hf,1,0.605756,0.52858,0.405579,312
case_8dcc9b5172a23373,Llama-3.1-8B-Instruct,0,0.22742,0.173923,0.049371,260
case_ce846a99b050c13b,Mistral-7B-Instruct-v0.1,0,0.201661,0.015717,0.029707,195
case_43279c272180e727,Mistral-7B-Instruct-v0.3,1,0.671357,0.405444,0.247879,285
case_8716de1a1762959a,Llama-2-7b-chat-hf,1,0.365376,0.218595,0.231175,164
case_7ca188283f68f74b,Llama-3.1-8B-Instruct,0,0.350316,0.224807,0.335301,137
case_32d261953a122edd,Mistral-7B-Instruct-v0.1,1,0.678541,0.519695,0.149409,358
case_4341f9408be4d625,Mistral-7B-Instruct-v0.3,1,0.481324,0.406875,0.207035,130
case_48e59a08ca58ef1f,Llama-2-7b-chat-hf,1,0.588713,0.227909,0.225102,176
case_aea617d0c2b996bc,Llama-3.1-8B-Instruct,1,0.510446,0.359917,0.175813,156
case_4164b6e1b31b8bcf,Mistral-7B-Instruct-v0.1,0,0.223164,0.049519,0.034871,125
case_c1b5743d8a25b663,Mistral-7B-Instruct-v0.3,1,0.538066,0.312582,0.148687,185
case_11abc6e6e7ccc121,Llama-2-7b-chat-hf,0,0.573133,0.408197,0.418949,224
case_137e60e6c4acbf1e,Llama-3.1-8B-Instruct,0,0.363038,0.544797,0.19828,133
case_d5a5eac92f3bfe2c,Mistral-7B-Instruct-v0.1,1,0.380481,0.312905,0.36347,117
case_0b33331964773b6a,Mistral-7B-Instruct-v0.3,0,0.413032,0.352776,0.390551,134
case_9d35b149a6d36178,Llama-2-7b-chat-hf,1,0.717332,0.64657,0.409379,312
case_36399596a874dbe0,Llama-3.1-8B-Instruct,0,0.203345,0.04521,0.035357,94
case_5d1a4338610e728f,Mistral-7B-Instruct-v0.1,1,0.379813,0.494567,0.370133,92
case_5720c56c2e3788f9,Mistral-7B-Instruct-v0.3,0,0.505297,0.499711,0.147441,222
case_f2a305525d008ccf,Llama-2-7b-chat-hf,1,0.352071,0.128494,0.310044,140
case_d75498c63ed95654,Llama-3.1-8B-Instruct,0,0.403265,0.37701,0.392655,88
case_34b588a2efc3ef84,Mistral-7B-Instruct-v0.1,0,0.428075,0.227352,0.396886,93
case_e6adb74514606ebc,Mistral-7B-Instruct-v0.3,0,0.403264,0.37701,0.392655,88
case_bc311343698801eb,Llama-2-7b-chat-hf,1,0.580399,0.454686,0.433642,219
case_dbc4cc0065bbffcf,Llama-3.1-8B-Instruct,0,0.207391,0.018018,0.037992,89
case_9147ca5e6d0ff091,Mistral-7B-Instruct-v0.1,0,0.222354,0.041894,0.046639,171
case_9211db5705860ee6,Mistral-7B-Instruct-v0.3,1,0.534059,0.39464,0.221344,207
case_1c87315dba98293c,Llama-2-7b-chat-hf,0,0.456289,0.55428,0.13034,155
case_0f6139ef16372123,Llama-3.1-8B-Instruct,0,0.403785,0.294064,0.112583,134
case_73602f211acc64c5,Mistral-7B-Instruct-v0.1,0,0.465162,0.464225,0.131557,147
case_0a2cec1db84de69a,Mistral-7B-Instruct-v0.3,0,0.553319,0.293016,0.148644,196
case_043baa1960518584,Llama-2-7b-chat-hf,0,0.623158,0.778987,0.267488,328
case_365dbc5910fe95d7,Llama-3.1-8B-Instruct,0,0.201094,0.005501,0.027378,113
case_f49b16eb797466be,Mistral-7B-Instruct-v0.1,1,0.242268,0.520735,0.051958,136
case_aa3c74cbbb40e062,Mistral-7B-Instruct-v0.3,0,0.491591,0.509646,0.130066,225
case_92525ad6f8198a3b,Llama-2-7b-chat-hf,0,0.242324,0.160133,0.280521,112
case_271a429c3b977650,Llama-3.1-8B-Instruct,0,0.245881,0.229989,0.231286,85
case_88c5b5d13a55fa4d,Mistral-7B-Instruct-v0.1,0,0.200145,0.0601,0.238886,68
case_ce1d51d3b829f6ce,Mistral-7B-Instruct-v0.3,0,0.256547,0.191994,0.230168,74
case_79b6b8587523c4c1,Llama-2-7b-chat-hf,0,0.252307,0.205325,0.062745,237
case_57095b3cd0bae4e3,Llama-3.1-8B-Instruct,0,0.210883,0.082115,0.03364,171
case_c8135b394129ff4e,Mistral-7B-Instruct-v0.1,0,0.214058,0.023294,0.045143,213
case_70dc8f477c2c88d1,Mistral-7B-Instruct-v0.3,0,0.614394,0.453864,0.165729,399
case_f1be8e30aaa0e2d8,Llama-2-7b-chat-hf,0,0.775666,0.708875,0.489137,450
case_71c41d9071757c0f,Llama-3.1-8B-Instruct,0,0.372828,0.395106,0.36079,136
case_a476da90a4b00a09,Mistral-7B-Instruct-v0.1,0,0.516905,0.353367,0.458173,146
case_49a45d963afa41f5,Mistral-7B-Instruct-v0.3,0,0.739896,0.565711,0.516129,294
case_96f32830695e39ac,Llama-2-7b-chat-hf,1,0.940529,0.935257,0.563538,848
case_33d6ba41f36053f1,Llama-3.1-8B-Instruct,0,0.193725,0.011036,0.027445,97
case_f075363f37026950,Mistral-7B-Instruct-v0.1,1,0.850318,0.951825,0.535078,540
case_f1882be5e4ffe198,Mistral-7B-Instruct-v0.3,1,0.905696,0.890997,0.567866,646
case_5d18863f6464902a,Llama-2-7b-chat-hf,1,0.761579,0.899884,0.37279,559
case_c28a835ae4060b48,Llama-3.1-8B-Instruct,0,0.279586,0.130377,0.305033,157
case_9e572f5b67393c02,Mistral-7B-Instruct-v0.1,1,0.514596,0.409265,0.388251,268
case_b562b4a5ac82adf3,Mistral-7B-Instruct-v0.3,0,0.664341,0.859912,0.411773,411
case_5d063be19bfc3e96,Llama-2-7b-chat-hf,1,0.861443,0.879722,0.371135,820
case_b1807d80744c7879,Llama-3.1-8B-Instruct,0,0.195024,0.039104,0.033516,151
case_c688fc09030dafee,Mistral-7B-Instruct-v0.1,0,0.477603,0.499367,0.175816,185
case_ae4903c5eb257198,Mistral-7B-Instruct-v0.3,1,0.76271,0.803966,0.275243,560
case_8bee6230e8e5ea1f,Llama-2-7b-chat-hf,0,0.562226,0.730448,0.41525,305
case_807da3431d33be20,Llama-3.1-8B-Instruct,0,0.421468,0.696579,0.375508,201
case_4186ff8e1b1c1fc8,Mistral-7B-Instruct-v0.1,0,0.632862,0.836163,0.456809,362
case_cc94cabe31457523,Mistral-7B-Instruct-v0.3,0,0.270634,0.328622,0.308796,159
case_180ded1e086785dc,Llama-2-7b-chat-hf,1,0.773354,0.790158,0.509833,565
case_1c61181bb7daa545,Llama-3.1-8B-Instruct,0,0.190719,0.102132,0.047578,270
case_84977ee4e227a9e7,Mistral-7B-Instruct-v0.1,1,0.425558,0.589715,0.141324,252
case_4617decfa483213e,Mistral-7B-Instruct-v0.3,0,0.190639,0.037928,0.040487,322
case_3f755ad16a76409f,Llama-2-7b-chat-hf,1,0.641694,0.53783,0.45657,203
case_fbfb4509eb80e896,Llama-3.1-8B-Instruct,0,0.500753,0.305809,0.406691,131
case_5c0844a98375e37e,Mistral-7B-Instruct-v0.1,0,0.450213,0.468205,0.366273,186
case_ea7bc95a9b89f4de,Mistral-7B-Instruct-v0.3,0,0.372405,0.538215,0.367262,79
case_993e32afaaea8bac,Llama-2-7b-chat-hf,1,0.654212,0.192158,0.438399,313
case_f5a767408d467573,Llama-3.1-8B-Instruct,0,0.214773,0.022581,0.030495,116
case_0e052538f5f3708a,Mistral-7B-Instruct-v0.1,1,0.558645,0.455347,0.375431,270
case_e795b11f9162df3b,Mistral-7B-Instruct-v0.3,1,0.236624,0.150704,0.041604,329
case_98121fa0da5f775a,Llama-2-7b-chat-hf,1,0.501666,0.343226,0.266077,249
case_4c1a44998c76f3d6,Llama-3.1-8B-Instruct,0,0.626909,0.462674,0.445199,233
case_75eb14004bb927c3,Mistral-7B-Instruct-v0.1,0,0.312781,0.257488,0.335941,140
case_7c3fbf43c7cec8c9,Mistral-7B-Instruct-v0.3,0,0.318878,0.340837,0.345497,171
case_2547d65a300981e5,Llama-2-7b-chat-hf,0,0.497753,0.569773,0.099779,383
case_feabed9e2ea22845,Llama-3.1-8B-Instruct,0,0.216643,0.027553,0.048987,232
case_41e434a3661a6b22,Mistral-7B-Instruct-v0.1,0,0.262582,0.085071,0.089663,252
case_c3e29c8ae108a628,Mistral-7B-Instruct-v0.3,0,0.628907,0.401638,0.241269,382
case_823ea9214fdcf215,Llama-2-7b-chat-hf,1,0.947468,0.977128,0.476123,1076
case_6e572d1de5294f7a,Llama-3.1-8B-Instruct,0,0.612235,0.579016,0.390451,349
case_bed6442173df049b,Mistral-7B-Instruct-v0.1,0,0.621883,0.765136,0.342935,349
case_e7a35eb03e6be857,Mistral-7B-Instruct-v0.3,0,0.652468,0.828758,0.275961,375
case_d8a73318d2e655a7,Llama-2-7b-chat-hf,1,0.876769,0.607779,0.216225,894
case_6e53385c7e5e64f7,Llama-3.1-8B-Instruct,0,0.193738,0.001591,0.024406,99
case_e7fa419cf1612adb,Mistral-7B-Instruct-v0.1,0,0.262004,0.347195,0.063978,266
case_f8c25bcd97c4ab62,Mistral-7B-Instruct-v0.3,0,0.213038,0.055718,0.042277,394
case_5acc11230175d93b,Llama-2-7b-chat-hf,0,0.62713,0.540903,0.215888,364
case_0101d49c073d3e56,Llama-3.1-8B-Instruct,0,0.551729,0.318358,0.172828,177
case_cd76ef0a74dde023,Mistral-7B-Instruct-v0.1,1,0.513509,0.345556,0.431943,138
case_e68e7b476de862c8,Mistral-7B-Instruct-v0.3,0,0.494473,0.405985,0.14393,249
case_d3370c4bfa72de26,Llama-2-7b-chat-hf,0,0.345818,0.413259,0.069598,706
case_be08450d40348f4c,Llama-3.1-8B-Instruct,0,0.208775,0.006847,0.027903,181
case_1e3fc1cdda21b660,Mistral-7B-Instruct-v0.1,1,0.674043,0.537736,0.210208,280
case_46aee52e0047e09d,Mistral-7B-Instruct-v0.3,0,0.239691,0.090848,0.052116,233
case_75a75c791fa033cd,Llama-2-7b-chat-hf,0,0.684663,0.937405,0.4821,302
case_f7e3fb0017025e30,Llama-3.1-8B-Instruct,0,0.429038,0.647503,0.402877,120
case_7f646ebf2de4887a,Mistral-7B-Instruct-v0.1,0,0.650962,0.832838,0.501787,198
case_d08e4ecbc5df4838,Mistral-7B-Instruct-v0.3,0,0.373513,0.579338,0.374547,102
case_65bb8095a222406b,Llama-2-7b-chat-hf,1,0.553363,0.500946,0.4517,157
case_9dfc879e81f55bfe,Llama-3.1-8B-Instruct,0,0.213029,0.073113,0.043233,204
case_c0607cf0596fd710,Mistral-7B-Instruct-v0.1,1,0.581493,0.395287,0.479258,136
case_12e469fe19ba1d5a,Mistral-7B-Instruct-v0.3,0,0.200016,0.032295,0.031869,306
case_ded433c5b648d77d,Llama-2-7b-chat-hf,0,0.588103,0.457813,0.419235,275
case_9dd13bc31266beb1,Llama-3.1-8B-Instruct,0,0.343847,0.333287,0.298037,136
case_75f51fa3e453babb,Mistral-7B-Instruct-v0.1,1,0.212955,0.174912,0.035695,163
case_54cb6bd11e7d0b52,Mistral-7B-Instruct-v0.3,1,0.504551,0.561078,0.120643,247
case_0c0882c0b8275ee0,Llama-2-7b-chat-hf,0,0.255361,0.776803,0.061339,443
case_0c5ce6eca5e9e674,Llama-3.1-8B-Instruct,0,0.202136,0.007104,0.032109,71
case_73056ea4699145fa,Mistral-7B-Instruct-v0.1,0,0.201545,0.165957,0.028727,223
case_5e71bc8d888a9cab,Mistral-7B-Instruct-v0.3,0,0.204582,0.027073,0.030234,226
case_6e33a17bba0c6950,Llama-2-7b-chat-hf,0,0.774845,0.750539,0.445016,510
case_86852e92a8ac525a,Llama-3.1-8B-Instruct,0,0.374267,0.317934,0.329341,146
case_b53eb79fcd847cbc,Mistral-7B-Instruct-v0.1,0,0.416072,0.314036,0.331102,133
case_ffcccd7b98bc995d,Mistral-7B-Instruct-v0.3,0,0.265573,0.297821,0.300075,80
case_d58967d91bfc7dfb,Llama-2-7b-chat-hf,1,0.764881,0.700558,0.391452,416
case_dd7f0775667b3c75,Llama-3.1-8B-Instruct,0,0.195788,0.015547,0.033505,96
case_b0e94e90126a2197,Mistral-7B-Instruct-v0.1,0,0.19453,0.03188,0.026286,224
case_d8c9f093bb7cf388,Mistral-7B-Instruct-v0.3,0,0.208689,0.053297,0.039719,158
case_937197c763a7edf2,Llama-2-7b-chat-hf,0,0.384558,0.224033,0.303243,90
case_8817bef9c005d22f,Llama-3.1-8B-Instruct,0,0.350943,0.238827,0.345109,76
case_2b059d6c394b0cd3,Mistral-7B-Instruct-v0.1,0,0.345873,0.242704,0.289006,88
case_79ad7fd43b6ed3b6,Mistral-7B-Instruct-v0.3,0,0.345872,0.242704,0.289006,88
case_f5ed1a563778ebc9,Llama-2-7b-chat-hf,1,0.457451,0.24977,0.390132,140
case_fb6bb8cc0635455f,Llama-3.1-8B-Instruct,0,0.222553,0.020269,0.038114,123
case_618cbbc94e92cd22,Mistral-7B-Instruct-v0.1,0,0.266282,0.320757,0.069863,109
case_54d946b4303a7b30,Mistral-7B-Instruct-v0.3,0,0.326176,0.435044,0.07142,335
case_098e7629fa54f7d7,Llama-2-7b-chat-hf,1,0.725564,0.739439,0.468805,414
case_4b55e6c9bbc6c988,Llama-3.1-8B-Instruct,0,0.593885,0.438201,0.454705,205
case_3f635ecc5b1edcc8,Mistral-7B-Instruct-v0.1,0,0.503821,0.64331,0.438519,100
case_9171ff8d0b5e4ac1,Mistral-7B-Instruct-v0.3,0,0.483489,0.571227,0.42923,139
case_486d4b089fa69ea8,Llama-2-7b-chat-hf,1,0.810842,0.815482,0.285573,655
case_73d52e94ea1e2376,Llama-3.1-8B-Instruct,0,0.208498,0.043614,0.035108,169
case_838ba6002dfa6a51,Mistral-7B-Instruct-v0.1,1,0.5194,0.661624,0.446548,114
case_5c055cfbae633f9e,Mistral-7B-Instruct-v0.3,0,0.428068,0.516406,0.103648,419
case_29046bdc31d63f07,Llama-2-7b-chat-hf,1,0.571642,0.372456,0.2104,209
case_2d9dcf8d1ab67228,Llama-3.1-8B-Instruct,1,0.283234,0.264821,0.07144,76
case_3dcfb5a23e8cb63e,Mistral-7B-Instruct-v0.1,1,0.31213,0.333394,0.088575,155
case_042553d7e1950410,Mistral-7B-Instruct-v0.3,0,0.477261,0.356885,0.185324,107
case_d3d2117ae4d20f86,Llama-2-7b-chat-hf,0,0.298913,0.365377,0.083616,274
case_b2948547325c75f6,Llama-3.1-8B-Instruct,0,0.217969,0.030568,0.030596,148
case_a1d9a3ed4ac9908d,Mistral-7B-Instruct-v0.1,0,0.242024,0.220807,0.049691,133
case_fa3f9404c30c3a16,Mistral-7B-Instruct-v0.3,0,0.231377,0.338194,0.04482,163
case_36f26830d198ef4d,Llama-2-7b-chat-hf,1,0.796857,0.830461,0.379973,574
case_97475412332c2007,Llama-3.1-8B-Instruct,0,0.560831,0.57901,0.217614,289
case_7e59b79774f6bdcf,Mistral-7B-Instruct-v0.1,0,0.462663,0.272231,0.128698,104
case_aa3726d963fb5610,Mistral-7B-Instruct-v0.3,0,0.77565,0.767044,0.359927,321
case_5fa0888d8845dc76,Llama-2-7b-chat-hf,1,0.802251,0.843946,0.463886,503
case_8b9a85fa86031b46,Llama-3.1-8B-Instruct,0,0.217344,0.203239,0.027744,100
case_dce4f7497135e8d7,Mistral-7B-Instruct-v0.1,0,0.226192,0.051318,0.038671,102
case_d85b462512bd8b9e,Mistral-7B-Instruct-v0.3,0,0.430534,0.587613,0.106965,351
case_73da6067dfa1e7d4,Llama-2-7b-chat-hf,1,0.788821,0.618471,0.166937,773
case_6b4a2e81731e4b0d,Llama-3.1-8B-Instruct,0,0.243366,0.145645,0.267556,100
case_c39d4ce6d8aa6426,Mistral-7B-Instruct-v0.1,1,0.272177,0.349945,0.062103,599
case_b372340f6cd52201,Mistral-7B-Instruct-v0.3,0,0.691189,0.878884,0.362943,442
case_96fcd819a34ce550,Llama-2-7b-chat-hf,0,0.824601,0.903906,0.367003,827
case_6400b9f81bc462a5,Llama-3.1-8B-Instruct,0,0.222568,0.033767,0.037831,332
case_99d2bed221a20795,Mistral-7B-Instruct-v0.1,0,0.394811,0.601425,0.124117,473
case_da9806009b95f463,Mistral-7B-Instruct-v0.3,0,0.661164,0.642299,0.226969,357
case_bccf75212113f011,Llama-2-7b-chat-hf,0,0.825706,0.438436,0.540574,353
case_22c3b3d9e1d18393,Llama-3.1-8B-Instruct,0,0.856642,0.68555,0.551902,253
case_43934f7a1547312f,Mistral-7B-Instruct-v0.1,0,0.464842,0.197956,0.411958,147
case_1d612f94af4a67c2,Mistral-7B-Instruct-v0.3,0,0.477546,0.253008,0.415697,160
case_93e65469ec86f1f1,Llama-2-7b-chat-hf,1,0.875869,0.969541,0.580657,464
case_cd93cbdb26d66904,Llama-3.1-8B-Instruct,0,0.872558,0.596612,0.530548,374
case_646c70b945742cf1,Mistral-7B-Instruct-v0.1,1,0.571723,0.70761,0.466253,148
case_56b26b6fbfa240df,Mistral-7B-Instruct-v0.3,0,0.271344,0.212058,0.072254,374
case_486d5b0ad8d8002d,Llama-2-7b-chat-hf,1,0.865528,0.93858,0.495176,640
case_5caee1c98baa0233,Llama-3.1-8B-Instruct,0,0.238785,0.18096,0.250785,208
case_d002db524cee543e,Mistral-7B-Instruct-v0.1,0,0.285866,0.253211,0.267849,228
case_35d03746cf24cf58,Mistral-7B-Instruct-v0.3,0,0.258578,0.181735,0.243484,204
case_68e0979a215f236e,Llama-2-7b-chat-hf,0,0.620073,0.473387,0.120542,702
case_057c13006a03b727,Llama-3.1-8B-Instruct,0,0.197665,0.046681,0.030743,194
case_ce6650c8b2267695,Mistral-7B-Instruct-v0.1,0,0.212884,0.101195,0.044825,294
case_289069cbc5d3de0c,Mistral-7B-Instruct-v0.3,0,0.210647,0.065915,0.042249,341
case_2460c37b4412ab32,Llama-2-7b-chat-hf,1,0.655633,0.668959,0.196821,361
case_3229db101cae9bc8,Llama-3.1-8B-Instruct,0,0.605405,0.494122,0.220587,345
case_dba6764ee60c8c11,Mistral-7B-Instruct-v0.1,0,0.490334,0.471972,0.391565,223
case_296cccaa7271f207,Mistral-7B-Instruct-v0.3,1,0.506864,0.625046,0.182463,228
case_1b9ca5f887f9afb1,Llama-2-7b-chat-hf,0,0.935007,0.912197,0.490364,866
case_c95c8126b5f22deb,Llama-3.1-8B-Instruct,0,0.198761,0.071987,0.035677,325
case_7cb89425c1cf63de,Mistral-7B-Instruct-v0.1,0,0.202301,0.041039,0.041458,231
case_5af6edc3d4be51f1,Mistral-7B-Instruct-v0.3,0,0.202197,0.136708,0.042065,270
case_e702b3cfb92c5af4,Llama-2-7b-chat-hf,1,0.528779,0.410121,0.421668,222
case_6e27267edbbef6b4,Llama-3.1-8B-Instruct,0,0.228258,0.195841,0.275963,90
case_78d591e0a29f60e2,Mistral-7B-Instruct-v0.1,0,0.336637,0.27944,0.347165,73
case_de00b4da66732c32,Mistral-7B-Instruct-v0.3,0,0.293066,0.357026,0.319144,87
case_a06548d739668151,Llama-2-7b-chat-hf,1,0.611032,0.351189,0.143908,311
case_fa9c7cc390498d5c,Llama-3.1-8B-Instruct,0,0.206513,0.051438,0.033855,89
case_8890f564093a0be0,Mistral-7B-Instruct-v0.1,1,0.34655,0.331381,0.105987,260
case_51532890ec714267,Mistral-7B-Instruct-v0.3,1,0.634853,0.644508,0.217363,297
case_4d5d12fc1edd58e4,Llama-2-7b-chat-hf,1,0.742552,0.864805,0.479455,460
case_8fb6d23b7ec1afe3,Llama-3.1-8B-Instruct,1,0.627888,0.536267,0.282639,324
case_d0410176428b0f2c,Mistral-7B-Instruct-v0.1,1,0.568072,0.537399,0.220526,280
case_8e6849d69674f044,Mistral-7B-Instruct-v0.3,1,0.562245,0.551969,0.385188,214
case_31b73be0cbf9ea67,Llama-2-7b-chat-hf,1,0.651138,0.562611,0.192793,416
case_769c79f3122436e1,Llama-3.1-8B-Instruct,0,0.21699,0.031531,0.044884,273
case_95d20b182bc102f7,Mistral-7B-Instruct-v0.1,1,0.285036,0.057711,0.085535,403
case_e6be4b27b92df6c5,Mistral-7B-Instruct-v0.3,0,0.207675,0.075967,0.03951,265
case_53a20305643a66dc,Llama-2-7b-chat-hf,1,0.752159,0.912605,0.515924,312
case_1b5ee7837e22870e,Llama-3.1-8B-Instruct,0,0.602059,0.180104,0.284107,150
case_dd538b910e5648fe,Mistral-7B-Instruct-v0.1,1,0.487165,0.437978,0.451144,168
case_52f99036f8f8cff5,Mistral-7B-Instruct-v0.3,0,0.567275,0.540183,0.378632,211
case_55598ac085935784,Llama-2-7b-chat-hf,1,0.570105,0.660429,0.174145,411
case_4745d3d5e6e6b48c,Llama-3.1-8B-Instruct,0,0.196639,0.076549,0.035627,165
case_b2b3aff7f811d095,Mistral-7B-Instruct-v0.1,1,0.294834,0.358378,0.307805,145
case_4f3669880d24385c,Mistral-7B-Instruct-v0.3,0,0.285032,0.174562,0.077,262
