sample_id,source_model,category,gold_positive,pred_positive,gold_span_count,pred_span_count,n_tokens,max_prob,mean_prob
case_188a12f41d243351,Mistral-7B-Instruct-v0.3,FP,False,True,0,7,101,0.921132504940033,0.3042964182741073
case_e04462496311f4f1,Llama-2-7b-chat-hf,TP,True,True,2,1,111,0.7152279019355774,0.06231249013584241
case_c0994689ed0d9b93,Llama-3.1-8B-Instruct,TN,False,False,0,0,29,0.004058475606143475,0.0013559178593729076
case_12e56759316e06bc,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,40,0.06119970977306366,0.013755312678404153
case_0bb82e2472ea42c9,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,27,0.004896456841379404,0.002104502067797714
case_ef340cd0a2c0885f,Llama-2-7b-chat-hf,TN,False,False,0,0,111,0.009537365287542343,0.0019129910789480484
case_7124429e3cc4413e,Llama-3.1-8B-Instruct,TN,False,False,0,0,62,0.0009472864330746233,0.0003501038809190504
case_71d420ae39123522,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,105,0.07597371935844421,0.00414616373683592
case_7044cfdb4202c354,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,43,0.0011623789323493838,0.00027812987959911225
case_aaf592d883017915,Llama-2-7b-chat-hf,TP,True,True,1,2,111,0.9878116250038147,0.43445252296556763
case_4628979fde89bc57,Llama-3.1-8B-Instruct,TN,False,False,0,0,26,0.0013011135160923004,0.0005699324862619576
case_41a6af7fd46cb6b7,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,29,0.0006813651998527348,0.0003529446659176129
case_bd02ed495671f8e4,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,94,0.0013578467769548297,0.0005226680922861944
case_c2676988ac8ba257,Llama-2-7b-chat-hf,FN,True,False,1,0,36,0.05594457685947418,0.008838303802703094
case_1497230e4b7255d6,Llama-3.1-8B-Instruct,TN,False,False,0,0,33,0.0014047813601791859,0.0005093288491480052
case_1c29578546500563,Mistral-7B-Instruct-v0.1,FP,False,True,0,3,31,0.735155463218689,0.1238461354232934
case_ba1cc1ca0c8e7bab,Mistral-7B-Instruct-v0.3,FP,False,True,0,1,77,0.9665339589118958,0.21730001121642242
case_5b80974784880ed4,Llama-2-7b-chat-hf,FP,False,True,0,5,111,0.9996809959411621,0.6369866449301979
case_2402f674f3af79dc,Llama-3.1-8B-Instruct,TN,False,False,0,0,55,0.05709785968065262,0.02141184037212621
case_d0b2ad41c0392308,Mistral-7B-Instruct-v0.1,TP,True,True,1,7,100,0.964531421661377,0.575126060321927
case_9eab6a549737f24a,Mistral-7B-Instruct-v0.3,FP,False,True,0,1,101,0.926535427570343,0.13439053781376692
case_3886b9534e31c338,Llama-2-7b-chat-hf,TP,True,True,1,2,111,0.8793020248413086,0.1775668851878108
case_549b8cd8cd18aad1,Llama-3.1-8B-Instruct,TN,False,False,0,0,93,0.0008823864045552909,0.00023227026598447915
case_1f0dbf78df744e9f,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,111,0.025324326008558273,0.0033095899667419906
case_22543694f0fb07eb,Mistral-7B-Instruct-v0.3,TP,True,True,2,2,111,0.4187150001525879,0.03256642301097567
case_da6f9dde749590d5,Llama-2-7b-chat-hf,TN,False,False,0,0,120,0.09713644534349442,0.006636922620721937
case_4fdc11bb8939b354,Llama-3.1-8B-Instruct,TN,False,False,0,0,59,0.00524629931896925,0.0022067967013029727
case_7de5e6ba73e0d825,Mistral-7B-Instruct-v0.1,FP,False,True,0,1,29,0.8208013772964478,0.5523221780513895
case_a0d58f6e3767f1ba,Mistral-7B-Instruct-v0.3,FP,False,True,0,1,25,0.6624661684036255,0.11122314635664225
case_a903737277335a2e,Llama-2-7b-chat-hf,TN,False,False,0,0,69,0.018226705491542816,0.005677965547268589
case_1a0ae0892e6c7327,Llama-3.1-8B-Instruct,TN,False,False,0,0,26,0.00646648183465004,0.003588491558240583
case_af13130e72ef94bb,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,18,0.01149494294077158,0.006237061293278303
case_1e7d23e0f1c738bd,Mistral-7B-Instruct-v0.3,FP,False,True,0,1,18,0.3389037251472473,0.1337937708530161
case_4302eb073f580fbc,Llama-2-7b-chat-hf,FP,False,True,0,1,49,0.5858907699584961,0.11764912564801622
case_d1183a35a7c1f17f,Llama-3.1-8B-Instruct,TN,False,False,0,0,28,0.00025284348521381617,0.00018942154825448858
case_cc01c22af4129ee7,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,35,0.00043353374348953366,0.00023545090620505756
case_97a1ef2798534b37,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,53,0.003054592991247773,0.0006555845662523149
case_adfd546ce0e2e9e6,Llama-2-7b-chat-hf,FN,True,False,2,0,111,0.09057876467704773,0.01067635002097656
case_4f9feb235b74cfc0,Llama-3.1-8B-Instruct,FN,True,False,1,0,77,0.10942132771015167,0.010806041455966748
case_75d9f12d93251f79,Mistral-7B-Instruct-v0.1,FP,False,True,0,2,111,0.9977149963378906,0.5059198881470628
case_1682e9b94f591609,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,79,0.2407374531030655,0.0312037387011054
case_596dffd21272a7b5,Llama-2-7b-chat-hf,TP,True,True,4,5,111,0.9836719632148743,0.46670347040324833
case_0ece8f24c08db8dc,Llama-3.1-8B-Instruct,TN,False,False,0,0,65,0.0013440561015158892,0.00033248449539174685
case_a01af216cf99980e,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,37,0.001751055009663105,0.0011216992027805867
case_079d275abdecaa4c,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,111,0.0029225898906588554,0.0004814770076631543
case_74cb9e67947c1afe,Llama-2-7b-chat-hf,TN,False,False,0,0,37,0.00151489966083318,0.0009293126168887358
case_c57a6bb154109d2b,Llama-3.1-8B-Instruct,TN,False,False,0,0,28,0.0030352643225342035,0.0021478397788346876
case_d51c0ffcc1d8b067,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,28,0.003035251284018159,0.0021478407392610927
case_1360958629796849,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,21,0.0009302424732595682,0.0005820374603250197
case_cb9ce7e8028bec50,Llama-2-7b-chat-hf,TN,False,False,0,0,63,0.2784382700920105,0.051504007216805356
case_da5e378735f7d405,Llama-3.1-8B-Instruct,TN,False,False,0,0,27,0.00024051878426689655,0.0001699636365325811
case_6f7ea7ec1704e077,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,22,0.08563157171010971,0.037323076955296776
case_c1e48edf79bc542d,Mistral-7B-Instruct-v0.3,FP,False,True,0,2,51,0.6783104538917542,0.15667406536122858
case_323c980d319f4bb1,Llama-2-7b-chat-hf,TN,False,False,0,0,35,0.044511884450912476,0.007865268710468496
case_8282cdc1f0b1184a,Llama-3.1-8B-Instruct,TN,False,False,0,0,17,0.014489172026515007,0.0025419791859081563
case_3d10304087aa9434,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,19,0.003178431885316968,0.0020401867498692715
case_fdbf1e0aaac3b55f,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,17,0.014489206485450268,0.002541979795376606
case_5c44e20ba180b6f0,Llama-2-7b-chat-hf,TN,False,False,0,0,65,0.009212729521095753,0.0019581175202172466
case_93265e2e0e4d6daf,Llama-3.1-8B-Instruct,TN,False,False,0,0,24,0.00035510785528458655,0.0002454646091791801
case_09a927156f252bdd,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,28,0.00030956484260968864,0.0002013317695985149
case_9b5c24d604763f80,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,53,0.0013974499888718128,0.0005370920660185083
case_457fe2c9935f09ea,Llama-2-7b-chat-hf,TP,True,True,1,3,33,0.7631899118423462,0.32674024728211487
case_a0d537c88823fbe2,Llama-3.1-8B-Instruct,FP,False,True,0,1,25,0.4523129165172577,0.24725750893354415
case_117b783bf86d9a9e,Mistral-7B-Instruct-v0.1,TP,True,True,2,1,35,0.93547123670578,0.5039670377969742
case_34af46038fb96a56,Mistral-7B-Instruct-v0.3,TP,True,True,1,1,30,0.43193647265434265,0.17191749215126037
case_bcf62f57e3329205,Llama-2-7b-chat-hf,FN,True,False,1,0,33,0.20684197545051575,0.08212825588204643
case_1557b3a57db71c61,Llama-3.1-8B-Instruct,TN,False,False,0,0,58,0.0014532542554661632,0.0006196152861430792
case_abb4b7558577cb68,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,20,0.00467382138594985,0.0028836915851570668
case_5b440fad139021d9,Mistral-7B-Instruct-v0.3,FN,True,False,1,0,19,0.00983288325369358,0.004021343634169745
case_d86f88dfe6415433,Llama-2-7b-chat-hf,TN,False,False,0,0,23,0.0019372570095583797,0.0013612192529051201
case_29a447dc71c46eae,Llama-3.1-8B-Instruct,TN,False,False,0,0,15,0.0007527325069531798,0.0005583745388624569
case_b27ffbd81d90fd88,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,18,0.0011619250290095806,0.0007828182586106575
case_0c906729c127df31,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,17,0.00111268216278404,0.0007205040036591099
case_cf9e1eb64c25d3b7,Llama-2-7b-chat-hf,TN,False,False,0,0,45,0.00032497107167728245,0.00015951679185188065
case_c34234d20ea6457d,Llama-3.1-8B-Instruct,TN,False,False,0,0,27,0.00020412527373991907,0.00017159137442595911
case_63299ed819265fc6,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,33,0.0002745418169070035,0.0001725023899008661
case_51359668d05996e9,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,53,0.0004885384114459157,0.0001721737176269943
case_30e26ee14ddd5e10,Llama-2-7b-chat-hf,FP,False,True,0,4,111,0.8312064409255981,0.15353057775536325
case_f44bc790be744fe9,Llama-3.1-8B-Instruct,TN,False,False,0,0,70,0.09103649854660034,0.010258157975372991
case_c2cd77da90f93389,Mistral-7B-Instruct-v0.1,TP,True,True,1,5,111,0.9918934106826782,0.2974628366232086
case_c8e6a6abc57bd514,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,63,0.004400774836540222,0.0009714411700972252
case_ffe9ed92ba463fd4,Llama-2-7b-chat-hf,TP,True,True,1,1,111,0.4779641032218933,0.029272892535454384
case_83db0ac3f1024f4e,Llama-3.1-8B-Instruct,TN,False,False,0,0,32,0.0003251898742746562,0.0002289893184297398
case_c36c9e8921edca7b,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,66,0.0002575210528448224,0.0001283233994565142
case_1fe072ffe0a3cd9d,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,81,0.15536397695541382,0.013295254047405274
case_9b2794c683614a46,Llama-2-7b-chat-hf,FP,False,True,0,3,87,0.9516189694404602,0.22060771524235767
case_7ca6dc5316500c36,Llama-3.1-8B-Instruct,TN,False,False,0,0,47,0.03997892886400223,0.010660615809103276
case_0fb23bfc0f5e1c36,Mistral-7B-Instruct-v0.1,FP,False,True,0,3,46,0.8719185590744019,0.3763994628806477
case_e7aedb749ba9625a,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,35,0.03847064450383186,0.011097094935498068
case_585f5f782d88c37a,Llama-2-7b-chat-hf,FP,False,True,0,1,107,0.9515591859817505,0.14894648222925921
case_858c0b0f608a9c11,Llama-3.1-8B-Instruct,TN,False,False,0,0,34,0.0004095468029845506,0.00020886015109306967
case_cfdbd3b7781a1746,Mistral-7B-Instruct-v0.1,FP,False,True,0,3,46,0.6746672987937927,0.15036486840234947
case_933c451555b6e8f4,Mistral-7B-Instruct-v0.3,TP,True,True,1,9,111,0.9473593831062317,0.2998706573433755
case_c33e88b941c76bb4,Llama-2-7b-chat-hf,FP,False,True,1,2,111,0.9988349080085754,0.859672390461505
case_99b302c27d0750d9,Llama-3.1-8B-Instruct,FN,True,False,1,0,17,0.02048577554523945,0.012929438640747
case_ef3a8284e51bdbd2,Mistral-7B-Instruct-v0.1,TP,True,True,1,3,110,0.998112678527832,0.5676803110675378
case_8bafc2929adf1c55,Mistral-7B-Instruct-v0.3,FP,False,True,0,1,111,0.9997568726539612,0.9966872017662805
case_6f4e11adcca1578e,Llama-2-7b-chat-hf,FN,True,False,1,0,111,0.14039301872253418,0.02075680919035615
case_976428cf061db1af,Llama-3.1-8B-Instruct,TN,False,False,0,0,34,0.00019315237295813859,0.000143688713946818
case_4d92cd7b3ffcda92,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,21,0.02749691903591156,0.018511140541661354
case_0725d93ed51ee81b,Mistral-7B-Instruct-v0.3,FP,False,True,0,1,111,0.36978402733802795,0.020285628031627777
case_d20f2218e9063deb,Llama-2-7b-chat-hf,TN,False,False,0,0,44,0.017284724861383438,0.007844973942899907
case_9bae0fa8fe42335c,Llama-3.1-8B-Instruct,TN,False,False,0,0,44,0.0007235172670334578,0.0003694499695980498
case_3ea1bb426609aded,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,29,0.00453205918893218,0.002210200318649154
case_880d4962b9b58323,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,55,0.013530595228075981,0.0037592233084565536
case_7c843bf7d08f98f9,Llama-2-7b-chat-hf,TP,True,True,2,1,59,0.9779028296470642,0.4061121052975561
case_eddd72a1cb18f3d8,Llama-3.1-8B-Instruct,TN,False,False,0,0,22,0.0002161477750632912,0.00017015953761239706
case_8f1e7ce33df99858,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,26,0.0003947411896660924,0.00021719259362166317
case_61db1b474472bc6b,Mistral-7B-Instruct-v0.3,FN,True,False,1,0,69,0.02537478506565094,0.005253765286213003
case_1406b1ceb9b39a4b,Llama-2-7b-chat-hf,FP,False,True,0,4,108,0.9954527616500854,0.43011157545131734
case_e248a2d5cbb05aa6,Llama-3.1-8B-Instruct,TN,False,False,0,0,34,0.001603258540853858,0.0007903143713894464
case_ad0718bf7bf266d6,Mistral-7B-Instruct-v0.1,FP,False,True,0,1,130,0.981777548789978,0.21673363615622154
case_8a5d4c8a96d1402f,Mistral-7B-Instruct-v0.3,FP,False,True,0,4,99,0.77752685546875,0.22710886488979062
case_22f0d3e8db569b7e,Llama-2-7b-chat-hf,TN,False,False,0,0,86,0.04849470406770706,0.0026678533620217294
case_35e0c15e12918685,Llama-3.1-8B-Instruct,TN,False,False,0,0,63,0.0004763315082527697,0.00026239211994892223
case_a3a64e1c790cae81,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,61,0.003502711420878768,0.00045105402709030715
case_68ca57275cffa236,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,81,0.00029289128724485636,0.00018132456170860678
case_d43b8049250d732b,Llama-2-7b-chat-hf,FP,False,True,0,1,124,0.997410237789154,0.846063096436762
case_d207daa3a6cf666b,Llama-3.1-8B-Instruct,TN,False,False,0,0,71,0.017094679176807404,0.005948375644896861
case_664da6d15e67c4af,Mistral-7B-Instruct-v0.1,FP,False,True,0,1,71,0.9954366087913513,0.8550001773196207
case_b76fc93b9baa4cd1,Mistral-7B-Instruct-v0.3,FP,False,True,0,4,77,0.9323010444641113,0.41973445661269226
case_94035e162aa44ea6,Llama-2-7b-chat-hf,TN,False,False,0,0,150,0.1742607206106186,0.017817222318723604
case_83aded50be46f3ce,Llama-3.1-8B-Instruct,TN,False,False,0,0,44,0.0005588908097706735,0.00021299542525164063
case_dae58c9be3015734,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,54,0.00298962346278131,0.0005215638664392625
case_750a5ad1098e0548,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,76,0.0031038683373481035,0.0003765099459805673
case_02b96b28fcb90225,Llama-2-7b-chat-hf,TP,True,True,1,1,91,0.45105212926864624,0.07595646145861022
case_e5977b273ea87583,Llama-3.1-8B-Instruct,FP,False,True,0,1,87,0.40225091576576233,0.04792246716859718
case_6bd7ce3520c4baf0,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,31,0.04397592693567276,0.01375300572403977
case_edfa9cbf3b25a743,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,51,0.060620348900556564,0.009617462838707748
case_a96fee33048b752e,Llama-2-7b-chat-hf,FP,False,True,0,2,148,0.8398447632789612,0.13661418782897738
case_a550e84ec9124b23,Llama-3.1-8B-Instruct,TN,False,False,0,0,24,0.00020903510448988527,0.00015533742741051051
case_95f7017788c2eda9,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,33,0.0014384641544893384,0.0006105460960305098
case_b8a31136b6b1b0ef,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,64,0.0002595140540506691,0.00014789852809826698
case_0a7306c9a2334175,Llama-2-7b-chat-hf,TN,False,False,0,0,38,0.001728392904624343,0.0009410462593414673
case_f842752a83d0e2f5,Llama-3.1-8B-Instruct,TN,False,False,0,0,48,0.0012654411839321256,0.0009359567617745294
case_375982ebfec73529,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,29,0.015496167354285717,0.003615248470631396
case_4c672a0f1e8f6533,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,30,0.002742982469499111,0.0014582144348726919
case_a1eacf6650aa6fde,Llama-2-7b-chat-hf,FN,True,False,1,0,33,0.02201244793832302,0.005092203143938219
case_99499087082a8ba8,Llama-3.1-8B-Instruct,TN,False,False,0,0,43,0.017568591982126236,0.002746911217569547
case_4aa1a8d318e8d382,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,57,0.002799443667754531,0.0005134976326780018
case_9625680b2243c4c8,Mistral-7B-Instruct-v0.3,FP,False,True,0,1,57,0.49172553420066833,0.0362273519460455
case_afdec5bd06462a20,Llama-2-7b-chat-hf,TN,False,False,0,0,73,0.020788520574569702,0.003893825928808177
case_cae6629d6fb39adc,Llama-3.1-8B-Instruct,TN,False,False,0,0,30,0.0002853908226825297,0.00021637723766616547
case_5cd2152576d54d18,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,28,0.02073044329881668,0.010633330409681159
case_e35d959c1c9817e5,Mistral-7B-Instruct-v0.3,TP,True,True,1,5,69,0.9579840898513794,0.39445977938779886
case_baa74f35e9eee620,Llama-2-7b-chat-hf,TN,False,False,0,0,46,0.007452046498656273,0.002811603759334463
case_1d2b5b7aaac04686,Llama-3.1-8B-Instruct,TN,False,False,0,0,21,0.004190915264189243,0.0012209402685541483
case_9dbee57865d080a1,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,25,0.006300963461399078,0.0018968041124753654
case_7cb1b11ce697b407,Mistral-7B-Instruct-v0.3,FN,True,False,1,0,70,0.18651530146598816,0.04624058702528211
case_cb4a2fbfe7e76e9a,Llama-2-7b-chat-hf,FN,True,False,1,0,41,0.07232047617435455,0.02042147472341795
case_93c2633066b21916,Llama-3.1-8B-Instruct,TN,False,False,0,0,20,0.00018892387743107975,0.00014724115862918552
case_19baf5b9a96ad824,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,66,0.01384391076862812,0.0023992976030885156
case_e370c8a36b544b38,Mistral-7B-Instruct-v0.3,FN,True,False,1,0,73,0.02392943575978279,0.005295730736553159
case_c7c62045c99e9819,Llama-2-7b-chat-hf,TN,False,False,0,0,28,0.0011845208937302232,0.0008189728479400012
case_d71d562aca2591f5,Llama-3.1-8B-Instruct,TN,False,False,0,0,16,0.0013075865572318435,0.0006780791845812928
case_2174658f4060ea70,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,17,0.0011103643337264657,0.0005928373087526244
case_c8f77134bb75b489,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,17,0.0011103653814643621,0.0005928366941482048
case_ab3f1ef55db155c3,Llama-2-7b-chat-hf,FN,True,False,1,0,27,0.09800152480602264,0.05247211235540884
case_7aaf35e259f61582,Llama-3.1-8B-Instruct,TN,False,False,0,0,47,0.003609440987929702,0.0011200328560934916
case_767060418879e71a,Mistral-7B-Instruct-v0.1,FP,False,True,0,1,45,0.9935113787651062,0.9501908805635241
case_b4418fa504e43f7d,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,91,0.16744518280029297,0.008369653815851972
case_553cdd70c4e38db2,Llama-2-7b-chat-hf,TN,False,False,0,0,63,0.008874235674738884,0.0035431061756782353
case_ace589f710fd646d,Llama-3.1-8B-Instruct,TN,False,False,0,0,34,0.015443775802850723,0.008261603186838329
case_6be12fff2cf3d1c8,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,33,0.01098708901554346,0.006596979409964247
case_6799aefacd33cee7,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,33,0.009060288779437542,0.004745629489083181
case_8aa9809430e585a8,Llama-2-7b-chat-hf,FN,True,False,1,0,69,0.09849593043327332,0.03701271340790866
case_173e1a31e202bdcf,Llama-3.1-8B-Instruct,TN,False,False,0,0,78,0.0058827754110097885,0.0009208242324977898
case_f999aa9c60e24c69,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,30,0.29394108057022095,0.14595430058737596
case_16036160a84ce148,Mistral-7B-Instruct-v0.3,FN,True,False,1,0,33,0.01969817839562893,0.009949068454178896
case_eb5540262d6cf2d8,Llama-2-7b-chat-hf,TP,True,True,2,4,98,0.7459794878959656,0.1572893161281506
case_852681fbef9f8d17,Llama-3.1-8B-Instruct,TN,False,False,0,0,35,0.002833131467923522,0.0017436213492016707
case_1b4ea8aed006a609,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,32,0.009951943531632423,0.005953844061878044
case_12d347e5c5c19d71,Mistral-7B-Instruct-v0.3,TP,True,True,2,8,74,0.794289767742157,0.3092523357151328
case_5afc8458d17cda22,Llama-2-7b-chat-hf,TP,True,True,1,7,153,0.9461848139762878,0.41922872998672567
case_dc3301d7d9e10481,Llama-3.1-8B-Instruct,TN,False,False,0,0,85,0.001267175073735416,0.0003987837891840814
case_5a9db4f3610c1c81,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,32,0.013016212731599808,0.005970808975689579
case_3d3caea85c6e4f30,Mistral-7B-Instruct-v0.3,TP,True,True,1,2,86,0.9727670550346375,0.2841531082701485
case_d15fa26d8bd5f435,Llama-2-7b-chat-hf,TP,True,True,1,2,45,0.3600984513759613,0.11632015173219973
case_5f3e5c394fc3a7c7,Llama-3.1-8B-Instruct,TN,False,False,0,0,25,0.01560242846608162,0.004671094403602183
case_419b709d5453ff6a,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,34,0.26208969950675964,0.07962616286514436
case_7122ec52e0013947,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,27,0.009008906781673431,0.003298079400944213
case_5616fdb334398460,Llama-2-7b-chat-hf,TP,True,True,2,2,93,0.9805328845977783,0.6380995965452605
case_49db6af17cf0e80b,Llama-3.1-8B-Instruct,TN,False,False,0,0,29,0.2778385281562805,0.089516364343079
case_7a225ce876050e7f,Mistral-7B-Instruct-v0.1,TP,True,True,1,2,21,0.942396879196167,0.6890882870980671
case_5137f7499834db83,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,82,0.29567888379096985,0.05923119615216842
case_9ae0a9a57be83302,Llama-2-7b-chat-hf,TP,True,True,2,2,294,0.9993769526481628,0.5735647878213627
case_a9431f65f1f91fcb,Llama-3.1-8B-Instruct,FN,True,False,1,0,41,0.0031967072281986475,0.001677194297904285
case_dd7ea715ad0c6f37,Mistral-7B-Instruct-v0.1,TP,True,True,1,1,68,0.7211472988128662,0.17944501548224842
case_62fe288f98799cd2,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,47,0.004363247659057379,0.0010379787393290788
case_977f16010c4ac3e1,Llama-2-7b-chat-hf,FP,False,True,0,7,216,0.47662341594696045,0.058044769270694546
case_7b494cd18f0d709b,Llama-3.1-8B-Instruct,TN,False,False,0,0,89,0.00199054810218513,0.000325247660420542
case_e8cf73bf08175c68,Mistral-7B-Instruct-v0.1,TP,True,True,1,4,30,0.3792140483856201,0.21029956731945276
case_ca9de4060d526d31,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,120,0.001951065263710916,0.0004348308931488039
case_31f54063dbca5be5,Llama-2-7b-chat-hf,FP,False,True,0,2,100,0.6989120244979858,0.07357746376204886
case_feded12baf91f967,Llama-3.1-8B-Instruct,TN,False,False,0,0,38,0.016004661098122597,0.00864713517091188
case_c5ac183ad92fb429,Mistral-7B-Instruct-v0.1,TP,True,True,1,1,50,0.3052346110343933,0.09134928065817803
case_627c8da5b5e394d2,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,48,0.031358104199171066,0.007886869351447482
case_8155fbb296da6666,Llama-2-7b-chat-hf,TP,True,True,1,4,78,0.9505335688591003,0.2318214767266256
case_c945f8b89e3190c1,Llama-3.1-8B-Instruct,TN,False,False,0,0,47,0.00034394371323287487,0.00018390468129779192
case_8ebc794cd6591887,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,17,0.00458670686930418,0.0030123202048022955
case_6030a448dda9e3f6,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,71,0.00027843844145536423,0.00016024875398036617
case_8982704aee9ace24,Llama-2-7b-chat-hf,FN,True,False,1,0,103,0.026350419968366623,0.007975541405013572
case_37bd1888357f75b2,Llama-3.1-8B-Instruct,TN,False,False,0,0,43,0.06464215368032455,0.014222117888113095
case_9fe3a5c53d80cd59,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,115,0.003902629716321826,0.000921906022425822
case_a69e30947a8cdd62,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,28,0.018709948286414146,0.00628604954441211
case_8dd551e26383d035,Llama-2-7b-chat-hf,TN,False,False,0,0,111,0.0066144089214503765,0.0010585741199335913
case_1c1380f7d627debd,Llama-3.1-8B-Instruct,TP,True,True,2,1,29,0.4728614091873169,0.18556565598681055
case_09e6172410356bae,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,27,0.005926777608692646,0.0009515634942713573
case_6305d58d490854c4,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,56,0.0004555531486403197,0.0001953722385223955
case_fbcbcce6cc668922,Llama-2-7b-chat-hf,TN,False,False,0,0,40,0.05428715795278549,0.013933289708802477
case_b29dd9e0c21514f3,Llama-3.1-8B-Instruct,TN,False,False,0,0,42,0.003284462494775653,0.0013999864687710734
case_1d532e4eb943b3d6,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,29,0.010675174184143543,0.004694196552134536
case_8e3ee4d19a35a005,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,44,0.026374895125627518,0.010436838540375571
case_198d10e4da434c65,Llama-2-7b-chat-hf,FN,True,False,1,0,33,0.009397298097610474,0.002979453093950834
case_190a62cac171679e,Llama-3.1-8B-Instruct,TN,False,False,0,0,76,0.002788263140246272,0.0005283335739429612
case_93f471e6fe134cc4,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,32,0.12382341921329498,0.03940807816979941
case_6ed754c9a0c307a6,Mistral-7B-Instruct-v0.3,TP,True,True,1,1,42,0.741015613079071,0.12229746165186432
case_8adf6dc4eaba1a10,Llama-2-7b-chat-hf,TN,False,False,0,0,49,0.0014037282671779394,0.0009208936802567725
case_b078de174deecce0,Llama-3.1-8B-Instruct,TN,False,False,0,0,25,0.002178655471652746,0.0010235531977377831
case_c3c7e6495598a8f7,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,79,0.13014595210552216,0.0280139867564121
case_ce471631fb3bb2d4,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,53,0.0018354547210037708,0.0008352921851734929
case_5638cb8fbc0c4d58,Llama-2-7b-chat-hf,FN,True,False,1,0,71,0.05370726063847542,0.011037291465392729
case_e9ecde959f939253,Llama-3.1-8B-Instruct,TN,False,False,0,0,33,0.004562289919704199,0.0020216526516543872
case_b4ceac4b43301d1e,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,122,0.13499654829502106,0.015442871001976558
case_249b028ca1b99e24,Mistral-7B-Instruct-v0.3,FN,True,False,1,0,110,0.03944258764386177,0.00604219532370652
