question_id,expanded_sample_id,source_model,source_split,source_row_index,partition,n_claims,n_hallucinations,gold_faithful,answer_length,n_chunks
1184,case_54e9e9edcff4f236,Llama-2-7b-chat-hf,test,1839,train,2,2,False,471,5
1184,case_586d2ab2dde8bde4,Mistral-7B-Instruct-v0.3,test,1839,train,1,1,False,174,5
1184,case_c2b1ba5f5e00976c,Llama-2-7b-chat-hf,test,1840,train,1,1,False,282,5
1184,case_8e723fa3e91b8a58,Mistral-7B-Instruct-v0.3,test,1840,train,1,0,True,416,5
352,case_48dabf1253325ba8,Llama-2-7b-chat-hf,test,1841,train,1,5,False,1492,5
352,case_835ce36ad4fd09f8,Mistral-7B-Instruct-v0.3,test,1841,train,1,1,False,445,5
352,case_fd8804e31f9f0b02,Llama-2-7b-chat-hf,test,1842,train,2,1,False,722,5
352,case_644dd5a24b06561d,Mistral-7B-Instruct-v0.3,test,1842,train,1,1,False,521,5
1682,case_b6d50f5ff9693083,Llama-2-7b-chat-hf,test,1843,train,2,0,True,318,3
1682,case_9bed2ecbb0d349d7,Mistral-7B-Instruct-v0.3,test,1843,train,1,0,True,174,3
1682,case_5ddc4d92747ef350,Llama-2-7b-chat-hf,test,1844,train,1,2,False,344,3
1682,case_1242c0fdd1149b91,Mistral-7B-Instruct-v0.3,test,1844,train,1,0,True,355,3
666,case_f0572f4a008f0969,Llama-2-7b-chat-hf,test,1845,train,1,1,False,101,3
666,case_6aff93b53c9bac57,Mistral-7B-Instruct-v0.3,test,1845,train,2,0,True,175,3
666,case_0dfe0df6a5405477,Llama-2-7b-chat-hf,test,1846,train,6,1,False,654,3
666,case_458d4c0c57fe05db,Mistral-7B-Instruct-v0.3,test,1846,train,2,0,True,189,3
532,case_9f3b45b0750b32d0,Llama-2-7b-chat-hf,test,1847,train,1,0,True,630,5
532,case_1dadf3c1ef452fe5,Mistral-7B-Instruct-v0.3,test,1847,train,1,0,True,250,5
1666,case_be7765efcf539fb0,Llama-2-7b-chat-hf,test,1848,train,1,0,True,106,4
1666,case_f7232d2a495015d1,Mistral-7B-Instruct-v0.3,test,1848,train,2,0,True,104,4
1666,case_51f16628d8463101,Llama-2-7b-chat-hf,test,1849,train,4,0,True,741,4
1666,case_88d8c72e099197ae,Mistral-7B-Instruct-v0.3,test,1849,train,2,0,True,183,4
1163,case_d3b21aa45afde2e5,Llama-2-7b-chat-hf,test,1850,train,1,0,True,116,1
1163,case_6e6744a7d5b170b5,Mistral-7B-Instruct-v0.3,test,1850,train,1,0,True,66,1
1163,case_5664417e7125c237,Llama-2-7b-chat-hf,test,1851,train,2,0,True,389,1
1163,case_8a5ae10eb159a389,Mistral-7B-Instruct-v0.3,test,1851,train,2,0,True,241,1
122,case_11f02e6312d34daa,Llama-2-7b-chat-hf,test,1852,train,1,0,True,266,1
122,case_86c2d3969a38b527,Mistral-7B-Instruct-v0.3,test,1852,train,1,0,True,288,1
122,case_7f561cb6fe6ec3ba,Llama-2-7b-chat-hf,test,1853,train,1,0,True,392,1
122,case_4585ee26447e1f00,Mistral-7B-Instruct-v0.3,test,1853,train,2,0,True,364,1
1778,case_c68816fb31eea5a7,Llama-2-7b-chat-hf,test,1854,dev,1,0,True,458,5
1778,case_2bca35dd59f4ef17,Mistral-7B-Instruct-v0.3,test,1854,dev,1,0,True,77,5
1778,case_1af79be7d61dcee0,Llama-2-7b-chat-hf,test,1855,dev,2,0,True,461,5
1778,case_d2d084442e7cb848,Mistral-7B-Instruct-v0.3,test,1855,dev,1,0,True,126,5
2155,case_222862fa065fe67d,Llama-2-7b-chat-hf,test,1856,train,1,0,True,356,3
2155,case_52a0f5bd0f2d13eb,Mistral-7B-Instruct-v0.3,test,1856,train,1,0,True,299,3
2155,case_9965800999f82db3,Llama-2-7b-chat-hf,test,1857,train,2,1,False,222,3
2155,case_5ae8bea49421c5db,Mistral-7B-Instruct-v0.3,test,1857,train,1,0,True,508,3
1228,case_99773ada6451b7e7,Llama-2-7b-chat-hf,test,1858,train,5,1,False,1350,3
1228,case_278ead2123411981,Mistral-7B-Instruct-v0.3,test,1858,train,1,0,True,267,3
1228,case_fa3e2fbcbbaa6397,Llama-2-7b-chat-hf,test,1859,train,1,1,False,617,3
1228,case_b559d26d5d818088,Mistral-7B-Instruct-v0.3,test,1859,train,1,0,True,441,3
2219,case_20fe9c01518a8582,Llama-2-7b-chat-hf,test,1860,train,1,0,True,505,4
2219,case_f6fb6987fb3417fc,Mistral-7B-Instruct-v0.3,test,1860,train,1,1,False,228,4
2219,case_d3ec200e96157ff2,Llama-2-7b-chat-hf,test,1861,train,4,1,False,792,4
2219,case_9c1ef2112388b70a,Mistral-7B-Instruct-v0.3,test,1861,train,1,0,True,206,4
1113,case_8afbeb4bcf201d03,Llama-2-7b-chat-hf,test,1862,train,1,1,False,332,2
1113,case_16fa1ec3dd908663,Mistral-7B-Instruct-v0.3,test,1862,train,1,0,True,24,2
1113,case_5cba11af09eb313d,Llama-2-7b-chat-hf,test,1863,train,1,0,True,277,2
1113,case_807562945d6a10c2,Mistral-7B-Instruct-v0.3,test,1863,train,1,0,True,285,2
2118,case_943ad34322b57d38,Llama-2-7b-chat-hf,test,1864,dev,1,1,False,397,3
2118,case_2028c86c5bc2aeaf,Mistral-7B-Instruct-v0.3,test,1864,dev,1,0,True,241,3
460,case_7a5182ded1a89885,Llama-2-7b-chat-hf,test,1865,train,1,0,True,232,5
460,case_383f3f8f655badd3,Mistral-7B-Instruct-v0.3,test,1865,train,1,0,True,84,5
460,case_3009a57c8de78829,Llama-2-7b-chat-hf,test,1866,train,1,1,False,160,5
460,case_b90f814ab9e3138f,Mistral-7B-Instruct-v0.3,test,1866,train,1,0,True,101,5
2169,case_5c521c513d7ac05c,Llama-2-7b-chat-hf,test,1867,train,1,6,False,1734,3
2169,case_80cb23cf4631968f,Mistral-7B-Instruct-v0.3,test,1867,train,1,2,False,570,3
2169,case_29d5314195e24126,Llama-2-7b-chat-hf,test,1868,train,9,1,False,2084,3
2169,case_b7a15059ef257050,Mistral-7B-Instruct-v0.3,test,1868,train,1,1,False,686,3
1635,case_a024020d66bfef3b,Llama-2-7b-chat-hf,test,1869,train,1,1,False,210,3
1635,case_8d702ecd56bdac0e,Mistral-7B-Instruct-v0.3,test,1869,train,2,0,True,290,3
1635,case_84515042239b77cb,Llama-2-7b-chat-hf,test,1870,train,3,1,False,363,3
1635,case_47dbe625d412bd28,Mistral-7B-Instruct-v0.3,test,1870,train,1,0,True,185,3
924,case_fa820fb71538cd4b,Llama-2-7b-chat-hf,test,1871,train,2,0,True,264,4
924,case_6fd64aaa58a40016,Mistral-7B-Instruct-v0.3,test,1871,train,1,0,True,96,4
924,case_68bfdc1f4c6d07c5,Llama-2-7b-chat-hf,test,1872,train,3,1,False,348,4
924,case_7c941004104c6896,Mistral-7B-Instruct-v0.3,test,1872,train,2,0,True,190,4
2006,case_8e828ca965ed9c96,Llama-2-7b-chat-hf,test,1873,train,2,0,True,190,3
2006,case_0a1996ebe15eb36d,Mistral-7B-Instruct-v0.3,test,1873,train,1,0,True,134,3
2006,case_480962b1689c99d7,Llama-2-7b-chat-hf,test,1874,train,2,0,True,400,3
2006,case_d0c33d4c3fd33c17,Mistral-7B-Instruct-v0.3,test,1874,train,1,0,True,256,3
1763,case_39fe491f142fd793,Llama-2-7b-chat-hf,test,1875,train,1,0,True,613,5
1763,case_ad9c7e6ca13f7f98,Mistral-7B-Instruct-v0.3,test,1875,train,1,0,True,247,5
1763,case_b63531430164e9aa,Llama-2-7b-chat-hf,test,1876,train,1,1,False,695,5
1763,case_2e6acb07b310edb3,Mistral-7B-Instruct-v0.3,test,1876,train,1,0,True,126,5
1775,case_fb09b7b152b58744,Llama-2-7b-chat-hf,test,1877,train,1,0,True,466,3
1775,case_a93c76da69c97361,Mistral-7B-Instruct-v0.3,test,1877,train,1,0,True,326,3
1775,case_e9d9b3a9260de016,Llama-2-7b-chat-hf,test,1878,train,1,0,True,469,3
1775,case_26e6cd96748ec85b,Mistral-7B-Instruct-v0.3,test,1878,train,1,0,True,552,3
1549,case_9f3b16f283c55ed7,Llama-2-7b-chat-hf,test,1879,train,4,1,False,413,1
1549,case_db647ec1aa54bd03,Mistral-7B-Instruct-v0.3,test,1879,train,2,0,True,133,1
1549,case_2748046ee335c8d1,Llama-2-7b-chat-hf,test,1880,train,3,1,False,368,1
1549,case_c88a691e212849b2,Mistral-7B-Instruct-v0.3,test,1880,train,2,0,True,255,1
16,case_91709e9a576f10ff,Llama-2-7b-chat-hf,test,1881,train,2,0,True,241,3
16,case_53fe053c65647908,Mistral-7B-Instruct-v0.3,test,1881,train,1,0,True,176,3
16,case_7822cfbc10acc224,Llama-2-7b-chat-hf,test,1882,train,2,1,False,434,3
16,case_8b870fdbf7c496a3,Mistral-7B-Instruct-v0.3,test,1882,train,1,0,True,179,3
2093,case_7171b9dd5f9a353e,Llama-2-7b-chat-hf,test,1883,train,1,0,True,184,5
2093,case_ee2dfee190bb0712,Mistral-7B-Instruct-v0.3,test,1883,train,1,0,True,198,5
2093,case_19c01fb5625011ee,Llama-2-7b-chat-hf,test,1884,train,1,1,False,244,5
2093,case_9d647ed9849c6c01,Mistral-7B-Instruct-v0.3,test,1884,train,1,1,False,284,5
111,case_e81f454d61c32d57,Llama-2-7b-chat-hf,test,1885,train,2,0,True,128,5
111,case_b3cbf376f2f79ca6,Mistral-7B-Instruct-v0.3,test,1885,train,1,0,True,74,5
111,case_5a2e22cfe37a6dc3,Llama-2-7b-chat-hf,test,1886,train,3,1,False,297,5
111,case_b80c88341b5f71da,Mistral-7B-Instruct-v0.3,test,1886,train,1,0,True,234,5
550,case_d14e3c2d82958ca9,Llama-2-7b-chat-hf,test,1887,train,1,0,True,495,3
550,case_88c6f2cda3c216e3,Mistral-7B-Instruct-v0.3,test,1887,train,1,2,False,611,3
550,case_111e309d6025c732,Llama-2-7b-chat-hf,test,1888,train,1,1,False,473,3
550,case_80a55b6976e0fa4b,Mistral-7B-Instruct-v0.3,test,1888,train,1,0,True,288,3
1039,case_e14b076e2e42cb71,Llama-2-7b-chat-hf,test,1889,train,2,3,False,397,4
1039,case_c2e44ef50d3ec0f7,Mistral-7B-Instruct-v0.3,test,1889,train,1,0,True,360,4
1039,case_386b1cdf8af60068,Llama-2-7b-chat-hf,test,1890,train,2,0,True,399,4
1039,case_3b7204a9c5791be7,Mistral-7B-Instruct-v0.3,test,1890,train,1,1,False,347,4
2121,case_7316d5c4f98ef1d8,Llama-2-7b-chat-hf,test,1891,train,1,0,True,230,1
2121,case_f6ed834ac35160f2,Mistral-7B-Instruct-v0.3,test,1891,train,1,0,True,166,1
2121,case_8478ef2c865de15e,Llama-2-7b-chat-hf,test,1892,train,3,0,True,475,1
2121,case_f63802a1dbb86335,Mistral-7B-Instruct-v0.3,test,1892,train,2,0,True,251,1
1057,case_6d67bdd03995d1f4,Llama-2-7b-chat-hf,test,1893,train,2,0,True,258,1
1057,case_1865230c989aacb7,Mistral-7B-Instruct-v0.3,test,1893,train,1,0,True,211,1
1057,case_2305c502e1a97c8b,Llama-2-7b-chat-hf,test,1894,train,3,0,True,419,1
1057,case_94d9191e9213a64c,Mistral-7B-Instruct-v0.3,test,1894,train,1,0,True,360,1
412,case_34ad30c3baa986e3,Llama-2-7b-chat-hf,test,1895,train,1,5,False,1580,5
412,case_784e9e3a36da8908,Mistral-7B-Instruct-v0.3,test,1895,train,1,0,True,720,5
412,case_5cba29c54acfd45c,Llama-2-7b-chat-hf,test,1896,train,1,0,True,1246,5
412,case_fc53d4842c9d9ee6,Mistral-7B-Instruct-v0.3,test,1896,train,1,0,True,318,5
2235,case_03f64f8d3cb72ae1,Llama-2-7b-chat-hf,test,1897,train,2,1,False,586,2
2235,case_7f6a3ee779b70702,Mistral-7B-Instruct-v0.3,test,1897,train,2,0,True,405,2
2348,case_a764a6d949125df3,Llama-2-7b-chat-hf,test,1898,train,1,0,True,264,2
2348,case_babc469a1e9cbf1f,Mistral-7B-Instruct-v0.3,test,1898,train,1,0,True,82,2
2348,case_7d3e3ad84a22e8cc,Llama-2-7b-chat-hf,test,1899,train,1,0,True,294,2
2348,case_3224754fe2054f70,Mistral-7B-Instruct-v0.3,test,1899,train,1,0,True,202,2
629,case_b0152371f94a4379,Llama-2-7b-chat-hf,test,1900,train,2,0,True,339,3
629,case_0be3205a2c998609,Mistral-7B-Instruct-v0.3,test,1900,train,1,0,True,144,3
629,case_bcc0e818e0917c02,Llama-2-7b-chat-hf,test,1901,train,7,3,False,1265,3
629,case_4a4b794e73a512a8,Mistral-7B-Instruct-v0.3,test,1901,train,1,0,True,201,3
595,case_ce28de3bfeb959ac,Llama-2-7b-chat-hf,test,1902,train,1,0,True,146,4
595,case_251b673ff7db7b1c,Mistral-7B-Instruct-v0.3,test,1902,train,1,0,True,107,4
595,case_0a8893d182dde9f2,Llama-2-7b-chat-hf,test,1903,train,1,0,True,291,4
595,case_bf099783160fa396,Mistral-7B-Instruct-v0.3,test,1903,train,1,0,True,160,4
598,case_f0791ee0efbef33d,Llama-2-7b-chat-hf,test,1904,train,2,2,False,472,2
598,case_a7415a159c50b38c,Mistral-7B-Instruct-v0.3,test,1904,train,1,1,False,133,2
598,case_cc7caa0ab0acf604,Llama-2-7b-chat-hf,test,1905,train,3,0,True,423,2
598,case_a8aed29524f706f9,Mistral-7B-Instruct-v0.3,test,1905,train,2,0,True,229,2
591,case_9e7da757c64fa2cf,Llama-2-7b-chat-hf,test,1906,train,1,0,True,105,4
591,case_5edfc58a13f115ab,Mistral-7B-Instruct-v0.3,test,1906,train,1,0,True,54,4
591,case_2da89a338fef0b7d,Llama-2-7b-chat-hf,test,1907,train,1,1,False,134,4
591,case_dce12c30d8652004,Mistral-7B-Instruct-v0.3,test,1907,train,1,1,False,212,4
174,case_92cbe22e355cca5c,Llama-2-7b-chat-hf,test,1908,train,1,2,False,1122,3
174,case_c0f127d4015e6734,Mistral-7B-Instruct-v0.3,test,1908,train,1,1,False,514,3
174,case_52c53b85f0618b37,Llama-2-7b-chat-hf,test,1909,train,2,1,False,1217,3
174,case_519f245c5726ea71,Mistral-7B-Instruct-v0.3,test,1909,train,2,0,True,466,3
1390,case_425ad5105498766c,Llama-2-7b-chat-hf,test,1910,train,2,1,False,399,3
1390,case_dedca9c63993d175,Mistral-7B-Instruct-v0.3,test,1910,train,1,0,True,98,3
1390,case_07788ffcdd125b7f,Llama-2-7b-chat-hf,test,1911,train,2,0,True,303,3
1390,case_0e0d57f7948a09f1,Mistral-7B-Instruct-v0.3,test,1911,train,2,1,False,261,3
565,case_a37847e321ca1a39,Llama-2-7b-chat-hf,test,1912,train,1,0,True,101,4
565,case_1e937d3d0da526e7,Mistral-7B-Instruct-v0.3,test,1912,train,1,0,True,69,4
565,case_0f2b4b62120f25a8,Llama-2-7b-chat-hf,test,1913,train,1,1,False,119,4
565,case_ecad669fae0170d3,Mistral-7B-Instruct-v0.3,test,1913,train,3,0,True,387,4
1457,case_a60a67c9666ebad4,Llama-2-7b-chat-hf,test,1914,train,2,2,False,581,5
1457,case_0174adbba02bdbf4,Mistral-7B-Instruct-v0.3,test,1914,train,2,0,True,648,5
1457,case_fb60c806071567ea,Llama-2-7b-chat-hf,test,1915,train,4,3,False,1146,5
1457,case_361514c4ecca330e,Mistral-7B-Instruct-v0.3,test,1915,train,1,0,True,294,5
440,case_a8060a9b03247600,Llama-2-7b-chat-hf,test,1916,train,1,1,False,421,4
440,case_033fe42c8df812ef,Mistral-7B-Instruct-v0.3,test,1916,train,1,0,True,229,4
440,case_f8444fe8087d16dc,Llama-2-7b-chat-hf,test,1917,train,2,1,False,344,4
440,case_83ff16417f1d1913,Mistral-7B-Instruct-v0.3,test,1917,train,1,0,True,165,4
90,case_29aafc19516e3e60,Llama-2-7b-chat-hf,test,1918,train,2,0,True,132,5
90,case_2d20f3e457b8b68c,Mistral-7B-Instruct-v0.3,test,1918,train,1,0,True,63,5
90,case_dc2f3a7f5f9c4335,Llama-2-7b-chat-hf,test,1919,train,2,1,False,243,5
90,case_b7a9170b8aa69d99,Mistral-7B-Instruct-v0.3,test,1919,train,1,0,True,166,5
784,case_7af2e4f92c7d851c,Llama-2-7b-chat-hf,test,1920,train,3,1,False,385,2
784,case_d47d25bcf886997f,Mistral-7B-Instruct-v0.3,test,1920,train,3,0,True,540,2
2168,case_c9d07b54d816ed7a,Llama-2-7b-chat-hf,test,1921,train,3,1,False,607,1
2168,case_1001c0614de9ac29,Mistral-7B-Instruct-v0.3,test,1921,train,3,0,True,325,1
2168,case_b3921f5677137614,Llama-2-7b-chat-hf,test,1922,train,2,0,True,631,1
2168,case_d3ffb7cebfd611dd,Mistral-7B-Instruct-v0.3,test,1922,train,2,0,True,260,1
1365,case_935f9705d1ffde39,Llama-2-7b-chat-hf,test,1923,train,1,0,True,437,3
1365,case_6bdd14d105570878,Mistral-7B-Instruct-v0.3,test,1923,train,1,0,True,265,3
1365,case_f80071d91fa2b73a,Llama-2-7b-chat-hf,test,1924,train,3,1,False,1014,3
1365,case_46eb43ead3d58197,Mistral-7B-Instruct-v0.3,test,1924,train,1,0,True,257,3
1450,case_ccf4b6697b37e6fd,Llama-2-7b-chat-hf,test,1925,train,1,3,False,517,3
1450,case_3dfe4e994d813742,Mistral-7B-Instruct-v0.3,test,1925,train,1,0,True,141,3
1450,case_8f032bf3b536ec28,Llama-2-7b-chat-hf,test,1926,train,1,1,False,429,3
1450,case_1c9daf875055c71f,Mistral-7B-Instruct-v0.3,test,1926,train,1,0,True,195,3
823,case_15a9c2a90338141a,Llama-2-7b-chat-hf,test,1927,train,2,0,True,170,2
823,case_a2c5acaac38f0c52,Mistral-7B-Instruct-v0.3,test,1927,train,1,0,True,111,2
823,case_186daf5d6288bafd,Llama-2-7b-chat-hf,test,1928,train,5,0,True,724,2
823,case_783853d7f89e4e71,Mistral-7B-Instruct-v0.3,test,1928,train,2,0,True,353,2
889,case_ce70db5af477d930,Llama-2-7b-chat-hf,test,1929,train,1,0,True,187,4
889,case_f73d4d02738d3442,Mistral-7B-Instruct-v0.3,test,1929,train,1,0,True,103,4
889,case_891fce789f5e5d10,Llama-2-7b-chat-hf,test,1930,train,7,0,True,783,4
889,case_98b70f76e3a6f2f1,Mistral-7B-Instruct-v0.3,test,1930,train,1,0,True,245,4
128,case_33d190cb8f05da2c,Llama-2-7b-chat-hf,test,1931,train,2,0,True,150,4
128,case_08ae3a9b5630f52d,Mistral-7B-Instruct-v0.3,test,1931,train,1,0,True,128,4
128,case_52b241f1e3ed2cd6,Llama-2-7b-chat-hf,test,1932,train,6,1,False,1037,4
128,case_ae37b1f95de174f6,Mistral-7B-Instruct-v0.3,test,1932,train,1,0,True,394,4
1173,case_8e00ecb9c83cdd75,Llama-2-7b-chat-hf,test,1933,train,2,0,True,396,2
1173,case_eaf6a817deac16ee,Mistral-7B-Instruct-v0.3,test,1933,train,1,0,True,317,2
1173,case_244e7a0335a1e57e,Llama-2-7b-chat-hf,test,1934,train,1,2,False,454,2
1173,case_fb3435f26ee97427,Mistral-7B-Instruct-v0.3,test,1934,train,1,1,False,297,2
1086,case_f2e360ec53008e4b,Llama-2-7b-chat-hf,test,1935,train,1,0,True,192,5
1086,case_393080cf659f30e4,Mistral-7B-Instruct-v0.3,test,1935,train,1,0,True,212,5
1086,case_6cfbffad3413c5a2,Llama-2-7b-chat-hf,test,1936,train,1,1,False,235,5
1086,case_36c8101d5ab53c0f,Mistral-7B-Instruct-v0.3,test,1936,train,1,1,False,278,5
657,case_e12ea6ee20ff5ce2,Llama-2-7b-chat-hf,test,1937,train,3,3,False,1119,2
657,case_39e6ae822ee047a8,Mistral-7B-Instruct-v0.3,test,1937,train,1,0,True,312,2
657,case_3b7de65a4c690a3d,Llama-2-7b-chat-hf,test,1938,train,5,2,False,2091,2
657,case_d7763f65c5072a3f,Mistral-7B-Instruct-v0.3,test,1938,train,1,1,False,735,2
1547,case_ec74a3b988e8781f,Llama-2-7b-chat-hf,test,1939,train,1,0,True,495,3
1547,case_8f5fe18880c1c6d7,Mistral-7B-Instruct-v0.3,test,1939,train,1,1,False,335,3
1547,case_d340ceb6dadf1692,Llama-2-7b-chat-hf,test,1940,train,2,3,False,1302,3
1547,case_f880dc5e4d1a90d6,Mistral-7B-Instruct-v0.3,test,1940,train,1,1,False,418,3
1346,case_94e0c098f024795e,Llama-2-7b-chat-hf,test,1941,train,2,1,False,329,1
1346,case_bfae12c1e47b380d,Mistral-7B-Instruct-v0.3,test,1941,train,1,1,False,306,1
1346,case_51410fe710be590b,Llama-2-7b-chat-hf,test,1942,train,1,3,False,530,1
1346,case_413e08ebb5790eba,Mistral-7B-Instruct-v0.3,test,1942,train,1,1,False,395,1
1895,case_7d42078f1305ea9c,Llama-2-7b-chat-hf,test,1943,train,1,1,False,679,3
1895,case_06a9315695650cc8,Mistral-7B-Instruct-v0.3,test,1943,train,1,0,True,187,3
1895,case_f14dfacd922f35aa,Llama-2-7b-chat-hf,test,1944,train,2,1,False,1687,3
1895,case_158f7635a8d9f53d,Mistral-7B-Instruct-v0.3,test,1944,train,1,0,True,270,3
2321,case_abaa815cae56e33b,Llama-2-7b-chat-hf,test,1945,train,1,1,False,410,1
2321,case_07659d897a74925b,Mistral-7B-Instruct-v0.3,test,1945,train,1,0,True,181,1
2321,case_244dce549cc2500e,Llama-2-7b-chat-hf,test,1946,train,1,1,False,541,1
2321,case_9b54de3be567fb0f,Mistral-7B-Instruct-v0.3,test,1946,train,1,1,False,444,1
970,case_bcc7f058239c1942,Llama-2-7b-chat-hf,test,1947,train,2,0,True,488,3
970,case_bdc471c99f12ff6c,Mistral-7B-Instruct-v0.3,test,1947,train,2,0,True,164,3
970,case_d6b0c2277210603b,Llama-2-7b-chat-hf,test,1948,train,4,2,False,641,3
970,case_7584de4626e5b531,Mistral-7B-Instruct-v0.3,test,1948,train,1,1,False,229,3
317,case_8ef569b726b466e7,Llama-2-7b-chat-hf,test,1949,train,1,0,True,184,4
317,case_4f9fa42116d51c09,Mistral-7B-Instruct-v0.3,test,1949,train,1,0,True,153,4
317,case_553762ebf419fa58,Llama-2-7b-chat-hf,test,1950,train,1,0,True,235,4
317,case_fbd9c9a5fc025fe2,Mistral-7B-Instruct-v0.3,test,1950,train,1,0,True,253,4
1751,case_18d01da90e4dfdc6,Llama-2-7b-chat-hf,test,1951,train,1,0,True,273,4
1751,case_d0ada19da585bac2,Mistral-7B-Instruct-v0.3,test,1951,train,1,0,True,336,4
1751,case_7b7b0c204afe9c7f,Llama-2-7b-chat-hf,test,1952,train,1,2,False,227,4
1751,case_bf526808a8149ee8,Mistral-7B-Instruct-v0.3,test,1952,train,1,2,False,436,4
1259,case_c9bafc0b81258cae,Llama-2-7b-chat-hf,test,1953,train,2,1,False,329,3
1259,case_a6badcead63e4f12,Mistral-7B-Instruct-v0.3,test,1953,train,1,0,True,311,3
1259,case_3fc3471b73ae6695,Llama-2-7b-chat-hf,test,1954,train,1,0,True,703,3
1259,case_f26e3ac51019a3ce,Mistral-7B-Instruct-v0.3,test,1954,train,2,0,True,910,3
1755,case_2c91d03dedf6e58e,Llama-2-7b-chat-hf,test,1955,train,1,1,False,511,1
1755,case_e883718dfb70a926,Mistral-7B-Instruct-v0.3,test,1955,train,1,0,True,175,1
1755,case_441f8e00baabcbf0,Llama-2-7b-chat-hf,test,1956,train,1,3,False,625,1
1755,case_6b58ef7da13607e9,Mistral-7B-Instruct-v0.3,test,1956,train,1,0,True,392,1
1765,case_439b57411ce91a09,Llama-2-7b-chat-hf,test,1957,train,2,0,True,541,2
1765,case_d0900e97d7b49737,Mistral-7B-Instruct-v0.3,test,1957,train,2,0,True,527,2
1765,case_73bf30738385fc9f,Llama-2-7b-chat-hf,test,1958,train,6,4,False,1001,2
1765,case_40881bae38325fda,Mistral-7B-Instruct-v0.3,test,1958,train,1,0,True,468,2
226,case_990ce7aac06575ab,Llama-2-7b-chat-hf,test,1959,train,1,1,False,317,2
226,case_8adcc251160b576b,Mistral-7B-Instruct-v0.3,test,1959,train,1,0,True,98,2
226,case_a520d0227f919cbe,Llama-2-7b-chat-hf,test,1960,train,2,2,False,508,2
226,case_9c75adbcae8dc1e7,Mistral-7B-Instruct-v0.3,test,1960,train,1,0,True,296,2
1619,case_18d52e0e3a1376e9,Llama-2-7b-chat-hf,test,1961,train,2,0,True,190,1
1619,case_153d9613a4bbc645,Mistral-7B-Instruct-v0.3,test,1961,train,2,1,False,275,1
1619,case_c0a1c648ea5663ed,Llama-2-7b-chat-hf,test,1962,train,2,0,True,681,1
1619,case_0e7557650f7a52a3,Mistral-7B-Instruct-v0.3,test,1962,train,1,0,True,378,1
794,case_6a41f20ea3321b57,Llama-2-7b-chat-hf,test,1963,train,4,0,True,660,2
794,case_b4273a74b8a6c6fe,Mistral-7B-Instruct-v0.3,test,1963,train,1,0,True,228,2
794,case_5243f2a4dc98b12f,Llama-2-7b-chat-hf,test,1964,train,4,1,False,847,2
794,case_040b377fb34cf526,Mistral-7B-Instruct-v0.3,test,1964,train,2,1,False,751,2
1974,case_332ed8a32a3ada84,Llama-2-7b-chat-hf,test,1965,train,1,0,True,128,1
1974,case_26fa8c27a84cd0df,Mistral-7B-Instruct-v0.3,test,1965,train,1,0,True,129,1
1974,case_8b6bd6300bb587e4,Llama-2-7b-chat-hf,test,1966,train,1,4,False,686,1
1974,case_468a6c37a314443b,Mistral-7B-Instruct-v0.3,test,1966,train,1,0,True,398,1
2223,case_539031acf7c42f67,Llama-2-7b-chat-hf,test,1967,train,1,0,True,128,2
2223,case_a0350c57ed9bf5f7,Mistral-7B-Instruct-v0.3,test,1967,train,1,0,True,81,2
2223,case_ca976c6ab2264b1f,Llama-2-7b-chat-hf,test,1968,train,1,0,True,281,2
2223,case_8fa5548f51912d4f,Mistral-7B-Instruct-v0.3,test,1968,train,2,0,True,260,2
1021,case_4924d7c4efbc48fc,Llama-2-7b-chat-hf,test,1969,train,1,0,True,65,1
1021,case_89d2dea3cad061af,Mistral-7B-Instruct-v0.3,test,1969,train,1,0,True,64,1
1021,case_679f75769295f4c6,Llama-2-7b-chat-hf,test,1970,train,1,1,False,91,1
1021,case_ad2de67d5d7f6610,Mistral-7B-Instruct-v0.3,test,1970,train,1,2,False,87,1
1646,case_0cf33f3fd84920a7,Llama-2-7b-chat-hf,test,1971,train,3,2,False,736,4
1646,case_fa86321cd9dedcd5,Mistral-7B-Instruct-v0.3,test,1971,train,1,2,False,432,4
1646,case_e61697e613e18055,Llama-2-7b-chat-hf,test,1972,train,1,0,True,892,4
1646,case_3c2202d3713442f2,Mistral-7B-Instruct-v0.3,test,1972,train,1,1,False,275,4
1515,case_63d777530f5a6785,Llama-2-7b-chat-hf,test,1973,train,1,0,True,104,3
1515,case_809487bdade41af3,Mistral-7B-Instruct-v0.3,test,1973,train,1,0,True,73,3
1515,case_fa8f3bb7e0163375,Llama-2-7b-chat-hf,test,1974,train,1,1,False,203,3
1515,case_95c09adc4d4d5252,Mistral-7B-Instruct-v0.3,test,1974,train,1,0,True,168,3
1846,case_e48afd7bb7a051f4,Llama-2-7b-chat-hf,test,1975,train,1,0,True,108,4
1846,case_a1f3fe1e75cba6c6,Mistral-7B-Instruct-v0.3,test,1975,train,1,0,True,158,4
1846,case_6ba898eb2f784cbf,Llama-2-7b-chat-hf,test,1976,train,1,3,False,302,4
1846,case_ad10a03126fa5d59,Mistral-7B-Instruct-v0.3,test,1976,train,1,1,False,205,4
1248,case_bc00d78f50e93d0d,Llama-2-7b-chat-hf,test,1977,train,1,0,True,119,4
1248,case_9fff256d1f128299,Mistral-7B-Instruct-v0.3,test,1977,train,1,0,True,87,4
1248,case_d13f655ffac7096b,Llama-2-7b-chat-hf,test,1978,train,2,0,True,396,4
